rec,layer,inclusion_criteria,inc_notes_mar2022,include,taxon_note,DD_record,date_year,year,ScientificName_accepted,qualif_ed,TR_w_TCID,CCZ_endemic,other_rank,taxonRank_ed,Authority,AphiaID_accepted,occurrenceID,occurrenceID_ed,scientificName,decimalLatitude,originalScientificName,basisOfRecord,minimumDepthInMeters,maximumDepthInMeters,depth,id,class,order,family,decimalLongitude,kingdom,phylum,rightsHolder,institutionID,individualCount,type,catalogNumber,samplingProtocol,eventID,taxonRank,eventTime,taxonomicStatus,verbatimDepth,locationID,accessRights,habitat,recordedBy,identifiedBy,dateIdentified,identificationRemarks,identificationReferences,identificationQualifier,previousIdentifications,taxonRemarks,genus,species,subclass,taxonConceptID,institutionCode,recordNumber,datasetName,associatedSequences
11027,01_pmn_exploration_areas,,,yes,,NA,NA,NA,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,WoRMS Editorial Board:WoRMS type localities:dr_id_883177,WoRMS Editorial Board:WoRMS type localities:dr_id_883177,Acantholaimus barbatus,14,Acantholaimus barbatus,PreservedSpecimen,4900,5300,5100,16535f8c-4b48-4f2f-b06b-c4df5c430b1f,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,NA,NA,dr_id_883177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,WoRMS Editorial Board,NA,NA,NA
13947,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115178,Ifremer_bio_dba_115178,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5042,5042,5042,1c5bd460-04ed-440a-a3ad-c2dfe7fc0d74,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,4,NA,115178,Multicorer 8 tubes 100 mm,NA,NA,22:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
24144,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_113566,Ifremer_bio_dba_113566,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4958,4958,4958,3119dbcd-3dde-4093-be80-f760d1eceb91,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,4,NA,113566,Multicorer 12 tubes 100mm,NA,NA,14:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
28912,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115111,Ifremer_bio_dba_115111,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5040,5040,5040,3af054ac-8f70-4fbe-b5d2-1c28d2bb5c77,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,115111,Multicorer 8 tubes 100 mm,NA,NA,16:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
29192,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114109,Ifremer_bio_dba_114109,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4983,4983,4983,3b81b5c6-372f-4c13-976e-9f8c0982518e,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,114109,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
30897,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114484,Ifremer_bio_dba_114484,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4950,4950,4950,3f117bb7-3c83-488f-9a96-a0705d10c66f,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,3,NA,114484,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
32517,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115335,Ifremer_bio_dba_115335,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5035,5035,5035,427f6177-8624-4f07-9440-e2f21f558a0b,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,115335,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
48961,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114327,Ifremer_bio_dba_114327,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4947,4947,4947,63a2cc46-093e-4ea9-ab9c-9450bb8bc760,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,114327,Multicorer 8 tubes 100 mm,NA,NA,08:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
56709,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114547,Ifremer_bio_dba_114547,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5000,5000,5000,738a1a48-888a-4c88-82a3-64e6ce2be21f,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,7,NA,114547,Multicorer 8 tubes 100 mm,NA,NA,06:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
58872,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114849,Ifremer_bio_dba_114849,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5046,5046,5046,77ea8109-66f0-4b9c-a335-7807484c5e90,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,114849,Multicorer 8 tubes 100 mm,NA,NA,10:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
62046,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114285,Ifremer_bio_dba_114285,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4877,4877,4877,7e4250f8-5e26-46b0-abe5-b761af699591,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,3,NA,114285,Multicorer 8 tubes 100 mm,NA,NA,04:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
64847,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114737,Ifremer_bio_dba_114737,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4950,4950,4950,840753ed-472b-487d-96e6-184eb8e79e0b,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,10,NA,114737,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
66231,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115882,Ifremer_bio_dba_115882,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4978,4978,4978,86d43308-0d97-4634-8b1b-8bcf6a7d5835,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,115882,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
78997,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_113655,Ifremer_bio_dba_113655,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4958,4958,4958,a0d0c2d7-1b6f-4e96-ac4a-6d2532cb5df4,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,113655,Multicorer 12 tubes 100mm,NA,NA,14:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
83210,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115734,Ifremer_bio_dba_115734,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4979,4979,4979,a94527db-3e14-4ddc-8b64-18514e94aa51,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,115734,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
84655,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114137,Ifremer_bio_dba_114137,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5035,5035,5035,ac58a5f0-31be-4a26-95f8-88ad33842783,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,4,NA,114137,Multicorer 8 tubes 100 mm,NA,NA,08:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
86185,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_113467,Ifremer_bio_dba_113467,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5020,5020,5020,af82fdc2-4a90-40f4-815e-0846744d6499,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,113467,Multicorer 12 tubes 100mm,NA,NA,13:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
88346,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115090,Ifremer_bio_dba_115090,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5040,5040,5040,b3d6ca79-ca93-40f9-b67b-65b5860a4005,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,115090,Multicorer 8 tubes 100 mm,NA,NA,16:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
92688,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114744,Ifremer_bio_dba_114744,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4950,4950,4950,bc9009ff-d01d-4316-8a43-e74d107f66b3,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,5,NA,114744,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
97710,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_114455,Ifremer_bio_dba_114455,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4950,4950,4950,c6c05b34-3b63-4be6-9825-aeccf8fb0c55,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,8,NA,114455,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
97879,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_116042,Ifremer_bio_dba_116042,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4981,4981,4981,c718bfa1-76da-4f91-b705-28d9881c8117,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,116042,Blade Corer,NA,NA,21:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
102111,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115313,Ifremer_bio_dba_115313,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5035,5035,5035,cf7c6d46-fd54-492a-99f5-f853fe7600bb,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,115313,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
112179,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115218,Ifremer_bio_dba_115218,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,5042,5042,5042,e3b5ad1d-f474-4459-bed1-9a709c00da66,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,115218,Multicorer 8 tubes 100 mm,NA,NA,22:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
120585,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus barbatus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734415,Ifremer_bio_dba_115781,Ifremer_bio_dba_115781,Acantholaimus barbatus,14,Acantholaimus barbatus,HumanObservation,4979,4979,4979,f4712a7b-a355-4695-b1f2-bf482ab41000,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,115781,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus barbatus,Chromadoria,NA,Ifremer,NA,NA,NA
3937,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus caecus,NA,species,,,species,"Bussau, 1993",583366,Ifremer_bio_dba_116062,Ifremer_bio_dba_116062,Acantholaimus caecus,14,Acantholaimus caecus,HumanObservation,4877,4877,4877,07ffdf15-2bc0-4991-8aae-430652a9f3fe,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,116062,Multicorer 8 tubes 100 mm,NA,NA,04:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus caecus,Chromadoria,NA,Ifremer,NA,NA,NA
17762,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus caecus,NA,species,,,species,"Bussau, 1993",583366,Ifremer_bio_dba_114736,Ifremer_bio_dba_114736,Acantholaimus caecus,14,Acantholaimus caecus,HumanObservation,4950,4950,4950,243cacec-06a2-4c39-9642-3e92f8c10809,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,114736,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus caecus,Chromadoria,NA,Ifremer,NA,NA,NA
119978,01_pmn_exploration_areas,,,yes,,NA,NA,NA,Acantholaimus cornutus,NA,species,y,,species,"Miljutina & Miljutin, 2012",734416,WoRMS Editorial Board:WoRMS type localities:dr_id_883179,WoRMS Editorial Board:WoRMS type localities:dr_id_883179,Acantholaimus cornutus,14,Acantholaimus cornutus,PreservedSpecimen,4900,5300,5100,f33ac225-0eed-4753-a012-c8351db819cd,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,NA,NA,dr_id_883179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus cornutus,Chromadoria,NA,WoRMS Editorial Board,NA,NA,NA
103324,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus iubilus,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182947,Ifremer_bio_dba_116067,Ifremer_bio_dba_116067,Acantholaimus iubilus,14,Acantholaimus jubilus,HumanObservation,5000,5000,5000,d1ead976-5e42-4be8-8aaa-d8e5915dc565,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,116067,Multicorer 8 tubes 100 mm,NA,NA,06:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus iubilus,Chromadoria,NA,Ifremer,NA,NA,NA
112663,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus iubilus,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182947,Ifremer_bio_dba_114138,Ifremer_bio_dba_114138,Acantholaimus iubilus,14,Acantholaimus jubilus,HumanObservation,5035,5035,5035,e4b7a3f7-5753-4cd0-b18f-df667b4e55eb,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,114138,Multicorer 8 tubes 100 mm,NA,NA,08:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus iubilus,Chromadoria,NA,Ifremer,NA,NA,NA
12239,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus maks,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182948,Ifremer_bio_dba_114648,Ifremer_bio_dba_114648,Acantholaimus maks,14,Acantholaimus maks,HumanObservation,4950,4950,4950,18c14bb9-7d68-4c80-b348-a58b810d8ad3,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,114648,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus maks,Chromadoria,NA,Ifremer,NA,NA,NA
45169,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus maks,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182948,Ifremer_bio_dba_115620,Ifremer_bio_dba_115620,Acantholaimus maks,14,Acantholaimus maks,HumanObservation,4979,4979,4979,5c131902-5aa0-4628-87d4-ff30fd9b15ab,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,115620,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus maks,Chromadoria,NA,Ifremer,NA,NA,NA
45588,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Acantholaimus maks,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182948,Ifremer_bio_dba_113803,Ifremer_bio_dba_113803,Acantholaimus maks,14,Acantholaimus maks,HumanObservation,4913,4913,4913,5cf1ba16-7355-461e-97ab-52423c032537,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,113803,Multicorer 12 tubes 100mm,NA,NA,07:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus maks,Chromadoria,NA,Ifremer,NA,NA,NA
70520,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus maks,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182948,Ifremer_bio_dba_116094,Ifremer_bio_dba_116094,Acantholaimus maks,14,Acantholaimus maks,HumanObservation,4978,4978,4978,8f7730e0-5b39-4dad-88a8-9fc0b1d3ab12,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,116094,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus maks,Chromadoria,NA,Ifremer,NA,NA,NA
100161,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus maks,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182948,Ifremer_bio_dba_114047,Ifremer_bio_dba_114047,Acantholaimus maks,14,Acantholaimus maks,HumanObservation,4983,4983,4983,cb87a45b-f923-4d83-8451-13de1aa5a0c4,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,114047,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus maks,Chromadoria,NA,Ifremer,NA,NA,NA
117787,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus maks,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182948,Ifremer_bio_dba_115338,Ifremer_bio_dba_115338,Acantholaimus maks,14,Acantholaimus maks,HumanObservation,5035,5035,5035,eef8bfd4-8da0-48a1-bb62-179eb5f4ba38,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,115338,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus maks,Chromadoria,NA,Ifremer,NA,NA,NA
123368,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus maks,NA,species,,,species,"Gerlach, Schrage & Riemann, 1979",182948,Ifremer_bio_dba_116060,Ifremer_bio_dba_116060,Acantholaimus maks,14,Acantholaimus maks,HumanObservation,5035,5035,5035,fa0dd60a-b09e-49bf-9c52-1b771272c4e5,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,1,NA,116060,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus maks,Chromadoria,NA,Ifremer,NA,NA,NA
32244,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus occultus,NA,species,,,species,"Bussau, 1993",583368,Ifremer_bio_dba_114897,Ifremer_bio_dba_114897,Acantholaimus occultus,14,Acantholaimus occultus,HumanObservation,5046,5046,5046,41e65d37-f877-46bf-86d2-71c7c8ac0fc9,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,114897,Multicorer 8 tubes 100 mm,NA,NA,10:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus occultus,Chromadoria,NA,Ifremer,NA,NA,NA
39348,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Acantholaimus occultus,NA,species,,,species,"Bussau, 1993",583368,Ifremer_bio_dba_114474,Ifremer_bio_dba_114474,Acantholaimus occultus,14,Acantholaimus occultus,HumanObservation,4950,4950,4950,50442af1-031e-469b-9a1c-85258c1c35d0,Chromadorea,Chromadorida,Chromadoridae,-130,Animalia,Nematoda,NA,NA,2,NA,114474,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Acantholaimus,Acantholaimus occultus,Chromadoria,NA,Ifremer,NA,NA,NA
